Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Age-related outcome of patients after traumatic brain injury: a single-center observation.,"Erlebach, Rolf; Pagnamenta, Alberto; Klinzing, Stephanie; Stretti, Federica; Cottini, Silvia; Schupbach, Reto; Steiger, Peter; Brandi, Giovanna","BACKGROUND: The purpose of the present study was to analyze clinical features of patients with traumatic brain injury (TBI), their age-related outcomes and determinants of long-term outcome., METHODS: This retrospective cohort study was conducted in a level I University Swiss trauma center. Consecutive patients with moderate to severe TBI admitted for more than 48 hours to the Intensive Care Unit (ICU) were included. Patients' and trauma characteristics, management during ICU stay, prognostic scores and long-term outcomes were analyzed., RESULTS: Hundred-seventy-four patients (72% males, mean age 49 years) were divided in three age groups: young (<=39 years, N.=69, 39.7%), middle aged (40-64 years, N.=55, 31.6%), and elderly (>=65 years, N.=50, 28.7%). In elderly patients, falls (62%) were the most common cause of TBI. Overall ICU mortality was 15% with no difference among age groups. Within six-months after TBI, 80% of elderly patients presented unfavorable outcomes. Age, pre-existing cardiovascular disease, use of anticoagulants and/or antiplatelet agents, abnormal pupillary reactivity, a high score in Marshall CT classification, and a higher glucose level were associated with unfavorable outcomes in a univariable logistic regression. In a multivariable logistic regression, age and abnormal pupillary reactivity were identified as independent risk factors for unfavorable outcomes, while presence of epidural hematoma and higher hemoglobin levels were predictors for favorable outcomes., CONCLUSIONS: Older patients are at higher risk for long-term unfavorable outcomes than younger patients. Use of anticoagulants and/or antiplatelet agents and lower hemoglobin levels during rescue phase are associated with unfavorable long-term outcomes. Fall prevention in the elderly should be a key target of intervention programs.",2017,/,Minerva anestesiologica,83,11,1169-1177,,https://dx.doi.org/10.23736/S0375-9393.17.11837-7,28643996,#6110,Erlebach 2017,,yes
Early predictors of outcome after mild traumatic brain injury (UPFRONT): an observational cohort study.,"van der Naalt, Joukje; Timmerman, Marieke E; de Koning, Myrthe E; van der Horn, Harm J; Scheenen, Myrthe E; Jacobs, Bram; Hageman, Gerard; Yilmaz, Tansel; Roks, Gerwin; Spikman, Jacoba M","BACKGROUND: Mild traumatic brain injury (mTBI) accounts for most cases of TBI, and many patients show incomplete long-term functional recovery. We aimed to create a prognostic model for functional outcome by combining demographics, injury severity, and psychological factors to identify patients at risk for incomplete recovery at 6 months. In particular, we investigated additional indicators of emotional distress and coping style at 2 weeks above early predictors measured at the emergency department., METHODS: The UPFRONT study was an observational cohort study done at the emergency departments of three level-1 trauma centres in the Netherlands, which included patients with mTBI, defined by a Glasgow Coma Scale score of 13-15 and either post-traumatic amnesia lasting less than 24 h or loss of consciousness for less than 30 min. Emergency department predictors were measured either on admission with mTBI-comprising injury severity (GCS score, post-traumatic amnesia, and CT abnormalities), demographics (age, gender, educational level, pre-injury mental health, and previous brain injury), and physical conditions (alcohol use on the day of injury, neck pain, headache, nausea, dizziness)-or at 2 weeks, when we obtained data on mood (Hospital Anxiety and Depression Scale), emotional distress (Impact of Event Scale), coping (Utrecht Coping List), and post-traumatic complaints. The functional outcome was recovery, assessed at 6 months after injury with the Glasgow Outcome Scale Extended (GOSE). We dichotomised recovery into complete (GOSE=8) and incomplete (GOSE<=7) recovery. We used logistic regression analyses to assess the predictive value of patient information collected at the time of admission to an emergency department (eg, demographics, injury severity) alone, and combined with predictors of outcome collected at 2 weeks after injury (eg, emotional distress and coping)., FINDINGS: Between Jan 25, 2013, and Jan 6, 2015, data from 910 patients with mTBI were collected 2 weeks after injury; the final date for 6-month follow-up was July 6, 2015. Of these patients, 764 (84%) had post-traumatic complaints and 414 (45%) showed emotional distress. At 6 months after injury, outcome data were available for 671 patients; complete recovery (GOSE=8) was observed in 373 (56%) patients and incomplete recovery (GOSE <=7) in 298 (44%) patients. Logistic regression analyses identified several predictors for 6-month outcome, including education and age, with a clear surplus value of indicators of emotional distress and coping obtained at 2 weeks (area under the curve [AUC]=0.79, optimism 0.02; Nagelkerke R2=0.32, optimism 0.05) than only emergency department predictors at the time of admission (AUC=0.72, optimism 0.03; Nagelkerke R2=0.19, optimism 0.05)., INTERPRETATION: Psychological factors (ie, emotional distress and maladaptive coping experienced early after injury) in combination with pre-injury mental health problems, education, and age are important predictors for recovery at 6 months following mTBI. These findings provide targets for early interventions to improve outcome in a subgroup of patients at risk of incomplete recovery from mTBI, and warrant validation., FUNDING: Dutch Brain Foundation. Copyright Â© 2017 Elsevier Ltd. All rights reserved.",2017,/,The Lancet. Neurology,16,7,532-540,,https://dx.doi.org/10.1016/S1474-4422(17)30117-5,28653646,#6101,vanderNaalt 2017,,yes
Bispectral index as a predictor of unsalvageable traumatic brain injury.,"Mahmood, Saeed; El-Menyar, Ayman; Shabana, Amr; Mahmood, Ismail; Asim, Mohammad; Abdelrahman, Husham; Al-Thani, Hassan","PRIMARY OBJECTIVE: We aimed to assess the utility of bispectral index (BIS) monitoring to diagnose brain death (BD) in patients with severe traumatic brain injury (TBI)., RESEARCH DESIGN AND METHODS: A prospective observational study was conducted for patients with severe TBI between 2012 and 2014., MAIN OUTCOMES AND RESULTS: This study included 62 patients with a mean age of 32.5 +/- 10.5 years. Nine patients had BD on admission with a sustainable BIS value of 0. Fifty-three patients were not initially diagnosed with BD with BIS values of 2-56. Forty-four patients deteriorated to BD, and their respective BIS values progressively decreased to 0. Nine patients with mean BIS of 39.2 +/- 9.0 recovered and were transferred to a specialized high dependency unit. BIS values showed positive correlation with the Glasgow Coma Score (GCS) on admission (r = 0.43, p = 0.001). Survivors had higher BIS values than those who were initially declared BD or those who died during the hospitalization course (p = 0.001)., CONCLUSION: BIS values have a significant correlation with initial GCS and can assist in the early detection of BD in patients with severe acute TBI. Further larger studies are needed to support our findings.",2017,/,Brain injury,31,10,1382-1386,,https://dx.doi.org/10.1080/02699052.2017.1330966,28657350,#6099,Mahmood 2017,,yes
Serum periostin concentrations and outcomes after severe traumatic brain injury.,"Dong, Xiao-Qiao; Yu, Wen-Hua; Du, Quan; Wang, Hao; Zhu, Qiang; Yang, Ding-Bo; Che, Zhi-Hao; Shen, Yong-Feng; Jiang, Li","BACKGROUND: Periostin, a neurite outgrowth-promoting factor, is increasingly expressed in rat brain tissues after cerebral ischemia or subarachnoid hemorrhage. However, periostin concentrations are undetermined in peripheral blood from patients with traumatic brain injury (TBI)., METHODS: In this prospective, observational study, serum periostin concentrations were measured in 130 controls and 130 severe TBI patients. We investigated its association with trauma severity reflected by Glasgow Coma Scale (GCS) score and prognosis (i.e., 30-day mortality and 30-day overall survival)., RESULTS: As compared with the controls, serum periostin concentrations were significantly increased in the patients [(median, 246.5ng/ml; interquartile range, 164.5-328.6ng/ml) vs. (median, 61.8ng/ml; interquartile range, 37.9-77.9ng/ml), P<0.001]. Periostin concentrations independently correlated with GCS scores (t=-6.199, P<0.001). Serum periostin concentrations higher than 308.2ng/ml predicted 30-day mortality with a sensitivity of 72.4% and a specificity of 78.2% [area under curve, 815; 95% confidence interval (CI), 0.737-0.878]. Periostin concentrations higher than 246.5ng/ml were independently related to 30-day mortality and 30-day overall survival with odds ratio value of 3.829 (95% CI, 1.104-13.281) and hazard ratio value of 5.667 (95% CI, 1.953-16.443) respectively., CONCLUSIONS: Increased serum periostin concentrations clearly reflect trauma severity and mortality following TBI. Copyright Â© 2017 Elsevier B.V. All rights reserved.",2017,/,Clinica chimica acta; international journal of clinical chemistry,471,"dcc, 1302422",298-303,,https://dx.doi.org/10.1016/j.cca.2017.06.020,28668564,#6095,Dong 2017,,yes
Risk factors and outcomes associated with post-traumatic headache after mild traumatic brain injury.,"Yilmaz, Tansel; Roks, Gerwin; de Koning, Myrthe; Scheenen, Myrthe; van der Horn, Harm; Plas, Gerben; Hageman, Gerard; Schoonman, Guus; Spikman, Jacoba; van der Naalt, Joukje","OBJECTIVES: To determine the prevalence and potential risk factors of acute and chronic post-traumatic headache (PTH) in patients with mild to moderate traumatic brain injury (TBI) in a prospective longitudinal observational multicentre study. Acute PTH (aPTH) is defined by new or worsening of pre-existing headache occurring within 7 days after trauma, whereas chronic PTH (cPTH) is defined as persisting aPTH >3 months after trauma. An additional goal was to study the impact of aPTH and cPTH in terms of return to work (RTW), anxiety and depression., METHODS: This was a prospective observational study conducted between January 2013 and February 2014 in three trauma centres in the Netherlands. Patients aged 16 years and older with a GCS score of 9-15 on admission to the ED, with loss of consciousness and/or amnesia were prospectively enrolled. Follow-up questionnaires were completed at 2 weeks and 3 months after injury with the Head Injury Symptom Checklist, the Hospital Anxiety and Depression Scale and RTW scale., RESULTS: In total, 628 patients were enrolled in the study, 469 completed the 2-week questionnaire (75%) at 2 weeks and 409 (65%) at 3 months. At 2 weeks, 238 (51%) had developed aPTH and at 3 months 95 (23%) had developed cPTH. Female gender, younger age, headache immediately at the ED and CT scan abnormalities increased the risk for aPTH. Risk factors for cPTH were female gender and headache at the ED. Patients with cPTH were less likely to have returned to work than those without cPTH (35% vs 14%, P=0.001). Patients with aPTH and cPTH more often report anxiety (20% and 28%, P=0.001) and depression (19% and 28%, P=0.001) after trauma in comparison with the group without PTH (10% anxiety and 8% depression)., CONCLUSIONS: PTH is an important health problem with a significant impact on long-term outcome of TBI patients. Several risk factors were identified, which can aid in early identification of subjects at risk for PTH. Copyright Â© Article author(s) (or their employer(s) unless otherwise stated in the text of the article) 2017. All rights reserved. No commercial use is permitted unless otherwise expressly granted.",2017,/,Emergency medicine journal : EMJ,34,12,800-805,,https://dx.doi.org/10.1136/emermed-2015-205429,28689194,#6088,Yilmaz 2017,,yes
Skeletal Muscle as a Factor Contributing to Better Stratification of Older Patients with Traumatic Brain Injury: A Retrospective Cohort Study.,"Shibahashi, Keita; Sugiyama, Kazuhiro; Hoda, Hidenori; Hamabe, Yuichi","BACKGROUND: Traumatic brain injury (TBI) in older patients is becoming an increasing problem, and methods that help predict outcomes in this population are needed. The objective of this study was to evaluate skeletal muscle mass as a predictive marker for TBI outcome in older patients., METHODS: Older patients (age >=60 years) with TBI were included in this study. Clinical outcomes were assessed using the Glasgow Outcome Scale (GOS) at 6 months postinjury. Patients were classified according to their GOS score as having a good outcome (GOS 3-5) or a poor outcome (GOS 1 OR 2). Skeletal muscle mass was estimated, and the relationship with outcome was analyzed. A multivariable logistic regression model was used to quantify the independent effects of sarcopenia on the risk of poor outcome., RESULTS: Seventy-four patients (median age, 74 years; 53 males) were included. Outcomes at 6 months postinjury were good in 38 patients and poor in 36 patients. The skeletal muscle area was significantly larger in the good outcome group compared with the poor outcome group (57.3 cm2 vs. 47.6 cm2; P < 0.001). The rate of poor outcome was significantly higher in the patients with sarcopenia compared with those without sarcopenia (0.70 vs. 0.24; relative risk, 2.98; 95% confidence interval [CI], 1.57-5.64). The difference was statistically significant, and the odds ratio was 3.88 (95% CI, 1.14-13.2; P = 0.031)., CONCLUSION: Reduced skeletal muscle mass was associated with poorer outcome after TBI in our cohort of older patients. Our results suggest that identifying patients with low muscularity may contribute to better stratification in this population. Copyright Â© 2017 Elsevier Inc. All rights reserved.",2017,/,World neurosurgery,106,101528275,589-594,,https://dx.doi.org/10.1016/j.wneu.2017.07.025,28712907,#6082,Shibahashi 2017,,yes
[Magnetic resonance in traumatic brain injury: A comparative study of the different conventional magnetic resonance imaging sequences and their diagnostic value in diffuse axonal injury].,"Cicuendez, Marta; Castano-Leon, Ana; Ramos, Ana; Hilario, Amaya; Gomez, Pedro A; Lagares, Alfonso","OBJECTIVE: To compare the identification capability of traumatic axonal injury (TAI) by different sequences on conventional magnetic resonance (MR) studies in traumatic brain injury (TBI) patients., MATERIAL AND METHODS: We retropectevely analyzed 264 TBI patients to whom a MR had been performed in the first 60 days after trauma. All clinical variables related to prognosis were registered, as well as the data from the initial computed tomography. The MR imaging protocol consisted of a 3-plane localizer sequence T1-weighted and T2-weighted fast spin-echo, FLAIR and gradient-echo images (GRET2*). TAI lesions were classified according to Gentry and Firsching classifications. We calculated weighted kappa coefficients and the area under the ROC curve for each MR sequence. A multivariable analyses was performed to correlate MR findings in each sequence with the final outcome of the patients., RESULTS: TAI lesions were adequately visualized on T2, FLAIR and GRET2* sequences in more than 80% of the studies. Subcortical TAI lesions were well on FLAIR and GRET2* sequences visualized hemorrhagic TAI lesions. We saw that these MR sequences had a high inter-rater agreement for TAI diagnosis (0.8). T2 sequence presented the highest value on ROC curve in Gentry (0.68, 95%CI: 0.61-0.76, p<0.001, Nagerlkerke-R2 0.26) and Firsching classifications (0.64, 95%CI 0.57-0.72, p<0.001, Nagerlkerke-R2 0.19), followed by FLAIR and GRET2* sequences. Both classifications determined by each of these sequences were associated with poor outcome after performing a multivariable analyses adjusted for prognostic factors (p<0.02)., CONCLUSIONS: We recommend to perform conventional MR study in subacute phase including T2, FLAIR and GRET2* sequences for visualize TAI lesions. These MR findings added prognostic information in TBI patients. Copyright Â© 2017 Sociedad Espanola de Neurocirugia. Publicado por Elsevier Espana, S.L.U. All rights reserved.",2017,/,"Neurocirugia (Asturias, Spain)",28,6,266-275,,https://dx.doi.org/10.1016/j.neucir.2017.06.001,28728755,#6079,Cicuendez 2017,,yes
Correlation of tenascin-C concentrations in serum with outcome of traumatic brain injury in humans.,"Zhao, Yuan-Yuan; Lou, Lin; Yang, Kai-Chuang; Wang, Hai-Bo; Xu, Yan; Lu, Gang; He, Hai-Yan","BACKGROUND: Tenascin-C, a matricellular protein, is involved in brain injury. However, change of tenascin-C concentrations in peripheral blood remains unknown after traumatic brain injury (TBI)., METHODS: Serum tenascin-C concentrations were measured in 100 healthy controls, 108 severe TBI patients, 79 moderate TBI patients and 32 mild TBI patients., RESULTS: Serum tenascin-C concentrations of patients were significantly higher than those of controls. Tenascin-C concentrations negatively correlated with Glasgow Coma Scale (GCS) scores in all patients (r=-0.658, P<0.001). In severe TBI patients, tenascin-C in serum significantly discriminated patients at risk of 6-month mortality (area under curve, 0.821; 95% confidence interval, 0.735-0.888) and poor outcome (Glasgow Outcome Scale score of 1-3) (area under curve, 0.833; 95% confidence interval, 0.749-0.898) and emerged as an independent predictor for 6-month mortality (odds ratio, 1.114; 95% confidence interval, 1.008-1.233; P=0.005), overall survival (hazard ratio, 1.085; 95% confidence interval, 1.010-1.166; P=0.003) and unfavorable outcome (odds ratio, 1.049; 95% confidence interval, 1.014-1.076; P=0.001). By receiver-operating characteristic analysis, serum tenascin-C concentrations had similar prognostic value compared with GCS scores., CONCLUSIONS: Enhanced serum tenascin-C concentrations are closely related to trauma severity and clinical outcomes, substantializing tenascin-C as a potential prognostic biomarker after TBI. Copyright Â© 2017 Elsevier B.V. All rights reserved.",2017,/,Clinica chimica acta; international journal of clinical chemistry,472,"dcc, 1302422",46-50,,https://dx.doi.org/10.1016/j.cca.2017.07.018,28732652,#6078,Zhao 2017,,yes
"Comparing Plasma Phospho Tau, Total Tau, and Phospho Tau-Total Tau Ratio as Acute and Chronic Traumatic Brain Injury Biomarkers.","Rubenstein, Richard; Chang, Binggong; Yue, John K; Chiu, Allen; Winkler, Ethan A; Puccio, Ava M; Diaz-Arrastia, Ramon; Yuh, Esther L; Mukherjee, Pratik; Valadka, Alex B; Gordon, Wayne A; Okonkwo, David O; Davies, Peter; Agarwal, Sanjeev; Lin, Fan; Sarkis, George; Yadikar, Hamad; Yang, Zhihui; Manley, Geoffrey T; Wang, Kevin K W; the TRACK-TBI Investigators; Cooper, Shelly R; Dams-O'Connor, Kristen; Borrasso, Allison J; Inoue, Tomoo; Maas, Andrew I R; Menon, David K; Schnyer, David M; Vassar, Mary J","Importance: Annually in the United States, at least 3.5 million people seek medical attention for traumatic brain injury (TBI). The development of therapies for TBI is limited by the absence of diagnostic and prognostic biomarkers. Microtubule-associated protein tau is an axonal phosphoprotein. To date, the presence of the hypophosphorylated tau protein (P-tau) in plasma from patients with acute TBI and chronic TBI has not been investigated., Objective: To examine the associations between plasma P-tau and total-tau (T-tau) levels and injury presence, severity, type of pathoanatomic lesion (neuroimaging), and patient outcomes in acute and chronic TBI., Design, Setting, and Participants: In the TRACK-TBI Pilot study, plasma was collected at a single time point from 196 patients with acute TBI admitted to 3 level I trauma centers (<24 hours after injury) and 21 patients with TBI admitted to inpatient rehabilitation units (mean [SD], 176.4 [44.5] days after injury). Control samples were purchased from a commercial vendor. The TRACK-TBI Pilot study was conducted from April 1, 2010, to June 30, 2012. Data analysis for the current investigation was performed from August 1, 2015, to March 13, 2017., Main Outcomes and Measures: Plasma samples were assayed for P-tau (using an antibody that specifically recognizes phosphothreonine-231) and T-tau using ultra-high sensitivity laser-based immunoassay multi-arrayed fiberoptics conjugated with rolling circle amplification., Results: In the 217 patients with TBI, 161 (74.2%) were men; mean (SD) age was 42.5 (18.1) years. The P-tau and T-tau levels and P-tau-T-tau ratio in patients with acute TBI were higher than those in healthy controls. Receiver operating characteristic analysis for the 3 tau indices demonstrated accuracy with area under the curve (AUC) of 1.000, 0.916, and 1.000, respectively, for discriminating mild TBI (Glasgow Coma Scale [GCS] score, 13-15, n = 162) from healthy controls. The P-tau level and P-tau-T-tau ratio were higher in individuals with more severe TBI (GCS, <=12 vs 13-15). The P-tau level and P-tau-T-tau ratio outperformed the T-tau level in distinguishing cranial computed tomography-positive from -negative cases (AUC = 0.921, 0.923, and 0.646, respectively). Acute P-tau levels and P-tau-T-tau ratio weakly distinguished patients with TBI who had good outcomes (Glasgow Outcome Scale-Extended GOS-E, 7-8) (AUC = 0.663 and 0.658, respectively) and identified those with poor outcomes (GOS-E, <=4 vs >4) (AUC = 0.771 and 0.777, respectively). Plasma samples from patients with chronic TBI also showed elevated P-tau levels and a P-tau-T-tau ratio significantly higher than that of healthy controls, with both P-tau indices strongly discriminating patients with chronic TBI from healthy controls (AUC = 1.000 and 0.963, respectively)., Conclusions and Relevance: Plasma P-tau levels and P-tau-T-tau ratio outperformed T-tau level as diagnostic and prognostic biomarkers for acute TBI. Compared with T-tau levels alone, P-tau levels and P-tau-T-tau ratios show more robust and sustained elevations among patients with chronic TBI.",2017,/,JAMA neurology,74,9,1063-1072,,https://dx.doi.org/10.1001/jamaneurol.2017.0655,28738126,#6074,Rubenstein 2017,,yes
"Evaluation of novel computerized tomography scoring systems in human traumatic brain injury: An observational, multicenter study.","Thelin, Eric Peter; Nelson, David W; Vehvilainen, Juho; Nystrom, Harriet; Kivisaari, Riku; Siironen, Jari; Svensson, Mikael; Skrifvars, Markus B; Bellander, Bo-Michael; Raj, Rahul","BACKGROUND: Traumatic brain injury (TBI) is a major contributor to morbidity and mortality. Computerized tomography (CT) scanning of the brain is essential for diagnostic screening of intracranial injuries in need of neurosurgical intervention, but may also provide information concerning patient prognosis and enable baseline risk stratification in clinical trials. Novel CT scoring systems have been developed to improve current prognostic models, including the Stockholm and Helsinki CT scores, but so far have not been extensively validated. The primary aim of this study was to evaluate the Stockholm and Helsinki CT scores for predicting functional outcome, in comparison with the Rotterdam CT score and Marshall CT classification. The secondary aims were to assess which individual components of the CT scores best predict outcome and what additional prognostic value the CT scoring systems contribute to a clinical prognostic model., METHODS AND FINDINGS: TBI patients requiring neuro-intensive care and not included in the initial creation of the Stockholm and Helsinki CT scoring systems were retrospectively included from prospectively collected data at the Karolinska University Hospital (n = 720 from 1 January 2005 to 31 December 2014) and Helsinki University Hospital (n = 395 from 1 January 2013 to 31 December 2014), totaling 1,115 patients. The Marshall CT classification and the Rotterdam, Stockholm, and Helsinki CT scores were assessed using the admission CT scans. Known outcome predictors at admission were acquired (age, pupil responsiveness, admission Glasgow Coma Scale, glucose level, and hemoglobin level) and used in univariate, and multivariable, regression models to predict long-term functional outcome (dichotomizations of the Glasgow Outcome Scale [GOS]). In total, 478 patients (43%) had an unfavorable outcome (GOS 1-3). In the combined cohort, overall prognostic performance was more accurate for the Stockholm CT score (Nagelkerke's pseudo-R2 range 0.24-0.28) and the Helsinki CT score (0.18-0.22) than for the Rotterdam CT score (0.13-0.15) and Marshall CT classification (0.03-0.05). Moreover, the Stockholm and Helsinki CT scores added the most independent prognostic value in the presence of other known clinical outcome predictors in TBI (6% and 4%, respectively). The aggregate traumatic subarachnoid hemorrhage (tSAH) component of the Stockholm CT score was the strongest predictor of unfavorable outcome. The main limitations were the retrospective nature of the study, missing patient information, and the varying follow-up time between the centers., CONCLUSIONS: The Stockholm and Helsinki CT scores provide more information on the damage sustained, and give a more accurate outcome prediction, than earlier classification systems. The strong independent predictive value of tSAH may reflect an underrated component of TBI pathophysiology. A change to these newer CT scoring systems may be warranted.",2017,/,PLoS medicine,14,8,e1002368,,https://dx.doi.org/10.1371/journal.pmed.1002368,28771476,#6069,Thelin 2017,,yes
The impact of Glasgow Coma Scale-age prognosis score on geriatric traumatic brain injury outcomes.,"Khan, Muhammad; O'Keeffe, Terence; Jehan, Faisal; Kulvatunyou, Narong; Kattaa, Abdullah; Gries, Lynn; Tang, Andrew; Joseph, Bellal","BACKGROUND: As the population ages, increasing number of geriatric patients sustain traumatic brain injury (TBI). Communication of accurate prognostic information is crucial for making informed decisions on behalf of such patients. Therefore, the aim of our study was to develop a simple and clinically applicable tool that accurately predicts the prognosis in geriatric TBI patients., METHODS: We performed a 1-y (2011) retrospective analysis of isolated geriatric TBI patients (age >=65 y, head abbreviated injury score [AIS] >= 3, and other body AIS < 3) in the National Trauma Data Bank. We calculated a Glasgow Coma Scale (GCS)-age prognosis (GAP) score (age/GCS score) for all patients. Outcome measures were in-hospital adverse outcomes (mortality and Rehab/skilled nursing facility discharge disposition). Regression analysis and receiver operator characteristic curve analysis were performed to determine the discriminatory power of GAP score., RESULTS: A total of 8750 geriatric patients with TBI were included. Mean age was 77.8 +/- 7.1 y, the median (interquartile range) GCS was 15 (13-15), and the median (interquartile range) head AIS was 4 (3-4). The overall in-hospital mortality rate was 12.7%, and 34.2% of the patients were discharged home. As the GAP score increased, the mortality rate increased and discharge to-home decreased. Receiver operator characteristic curve analysis revealed excellent discriminatory power for mortality (area under the curve: 0.826). Above a GAP score of 12, the mortality rate was >50% and more than 45% of the patients were discharged to Rehab/skilled nursing facility., CONCLUSIONS: For geriatric patients with TBI, a simple GAP score reliably predicts outcomes. A score above 12 results in a drastic increase in mortality and an adverse discharge disposition. This simple tool may help clinicians provide accurate prognostic information to patients' families. Copyright Â© 2017 Elsevier Inc. All rights reserved.",2017,/,The Journal of surgical research,216,"k7b, 0376340",109-114,,https://dx.doi.org/10.1016/j.jss.2017.04.026,28807194,#6058,Khan 2017,,yes
Models of Mortality and Morbidity in Severe Traumatic Brain Injury: An Analysis of a Singapore Neurotrauma Database.,"Han, Julian Xinguang; See, Angela An Qi; Gandhi, Mihir; King, Nicolas Kon Kam","OBJECTIVE: Current prognostic models for traumatic brain injury (TBI) are developed from diverse historical data sets. We aimed to construct a prognostication tool for patients with severe TBI, as this group would benefit most from an accurate model., METHODS: Model development was based on a cohort of 300 patients with severe TBI (Glasgow Coma Scale score <=8) consecutively admitted to a neurosurgical intensive care unit at the National Neuroscience Institute (NNI), Singapore, between February 2006 and December 2009. We analyzed prospectively collected data of admission characteristics using univariate and multivariate logistic regressions to predict 14-day and 6-month mortality and 6-month unfavorable outcome. Comparison with Corticosteroid Randomization After Significant Head Injury (CRASH) and Mission for Prognosis and Analysis of Clinical Trials in TBI (IMPACT) models was done using Akaike information criterion., RESULTS: Two prediction models, NNI Clinical (age, Glasgow Coma Scale score, pupillary reactivity) and NNI+ (NNI Clinical model with addition of obliteration of third ventricle or basal cisterns, presence of subdural hemorrhage, hypoxia, and coagulopathy), were derived from this data set. Both models predicted well across 3 outcome measures with area under the curve values of 0.84-0.91, with adequate calibration. Comparison with CRASH and IMPACT models showed better performance by both derived models with lower Akaike information criterion and higher area under the curve values., CONCLUSIONS: Two accurate prognostic models, NNI Clinical and NNI+, were developed from our cohort of patients with severe TBI. Both models are specific to severe TBI and could be better alternatives to current available models. External validation is required to assess performance of models in a different setting. Copyright Â© 2017 Elsevier Inc. All rights reserved.",2017,/,World neurosurgery,108,101528275,885-893.e1,,https://dx.doi.org/10.1016/j.wneu.2017.08.147,28867312,#6042,Han 2017,,yes
Serum S100A12 as a prognostic biomarker of severe traumatic brain injury.,"Feng, Ma-Jing; Ning, Wei-Bin; Wang, Wei; Lv, Zhong-Hua; Liu, Xin-Bing; Zhu, Yong; Gao, Wei; Jin, Hong-Ze; Gao, Shu-Shan","BACKGROUND: S100A12 is related to acute brain injury and inflammation. We investigated the clinical prognostic value of serum S100A12 in patients with severe traumatic brain injury (sTBI)., METHODS: Serum S100A12, S100B, C-reactive protein (CRP), interleukin-6 (IL-6), tumor necrosis factor-alpha (TNF-alpha) concentrations were measured in 102 healthy controls and 102 sTBI patients. We recorded 30-day mortality and in-hospital major adverse events (IMAEs) including acute lung injury, acute traumatic coagulopathy, progressive hemorrhagic injury and posttraumatic cerebral infarction. Trauma severity was assessed by admission Glasgow Coma Scale scores., RESULTS: When compared to the controls, serum S100A12, S100B, CRP, IL-6 and TNF-alpha concentrations were significantly increased in the patients. Serum concentrations of S100A12 significantly correlated with admission Glasgow Coma Scale scores and serum concentrations of S100B, CRP, IL-6 and TNF-alpha. Patients with any IMAEs or non-survivors within 30days had obviously higher serum concentrations of S100A12, S100B, CRP, IL-6 and TNF-alpha than other remaining ones. Serum S100A2 was independently associated with IMAEs and 30-day mortality and overall survival. Receiver operating characteristic curve analysis showed that S100A12 concentrations had significant discriminatory ability for patients at risk of any IMAEs and death within 30days., CONCLUSION: S100A12 might be associated with brain inflammation and evaluation of serum concentrations of S100A12 could be helpful in the early prognostic prediction in sTBI patients. Copyright Â© 2018 Elsevier B.V. All rights reserved.",2018,/,Clinica chimica acta; international journal of clinical chemistry,480,"dcc, 1302422",84-91,,https://dx.doi.org/10.1016/j.cca.2018.01.044,29408171,#5780,Feng 2018,,yes
Early versus Late Profiles of Inflammatory Cytokines after Mild Traumatic Brain Injury and Their Association with Neuropsychological Outcomes.,"Vedantam, Aditya; Brennan, Jeffrey; Levin, Harvey S; McCarthy, James J; Dash, Pramod K; Redell, John B; Yamal, Jose-Miguel; Robertson, Claudia S","Despite pre-clinical evidence for the role of inflammation in traumatic brain injury (TBI), there is limited data on inflammatory biomarkers in mild TBI (mTBI). In this study, we describe the profile of plasma inflammatory cytokines and explore associations between these cytokines and neuropsychological outcomes after mTBI. Patients with mTBI with negative computed tomography and orthopedic injury (OI) controls without mTBI were prospectively recruited from emergency rooms at three trauma centers. Plasma inflammatory cytokine levels were measured from venous whole-blood samples that were collected at enrollment (within 24 h of injury) and at 6 months after injury. Neuropsychological tests were performed at 1 week, 1 month, 3 months, and 6 months after the injury. Multivariate regression analysis was performed to identify associations between inflammatory cytokines and neuropsychological outcomes. A total of 53 mTBI and 24 OI controls were included in this study. The majority of patients were male (62.3%), and injured in motor vehicle accidents (37.7%). Plasma interleukin (IL)-2 (p = 0.01) and IL-6 (p = 0.01) within 24 h post-injury were significantly higher for mTBI patients compared with OI controls. Elevated plasma IL-2 at 24 h was associated with more severe 1-week post-concussive symptoms (p = 0.001). At 6 months, elevated plasma IL-10 was associated with greater depression scores (p = 0.004) and more severe post-traumatic stress disorder (PTSD) symptoms (p = 0.001). Plasma cytokine levels (within 24 h and at 6 months post-injury) were significantly associated with early and late post-concussive symptoms, PTSD, and depression scores after mTBI. These results highlight the potential role of inflammation in the pathophysiology of post-traumatic symptoms after mTBI.",2021,/,Journal of neurotrauma,38,1,53-62,,https://dx.doi.org/10.1089/neu.2019.6979,32600167,#4389,Vedantam 2021,,yes
